Title,Genres,Rank,Popularity,Score,Episodes,Episode length,Release Date
Shakugan no Shana III (Final),"Action,Drama,Fantasy,Romance,Supernatural",1597,872,7.52,24,23 min. per ep.,Fall 2011
Heppoko Jikken Animation Excel♥Saga,"Comedy,Sci-Fi",1695,1728,7.49,26,24 min. per ep.,Fall 1999
Hime-chan no Ribbon,"Comedy,Fantasy,Romance",1699,5996,7.49,61,24 min. per ep.,Fall 1992
Hetalia: The Beautiful World Specials,,1697,4445,7.49,4,5 min. per ep.,
Hellsing,"Action,Horror,Supernatural",1694,247,7.49,13,23 min. per ep.,Fall 2001
Hanbun no Tsuki ga Noboru Sora,"Comedy,Drama,Romance",1693,1791,7.49,6,24 min. per ep.,Winter 2006
Hitoribocchi no Marumaru Seikatsu,"Comedy,Slice of Life",1700,1008,7.49,12,23 min. per ep.,Spring 2019
Doraemon Movie 26: Nobita no Kyouryuu 2006,"Adventure,Comedy",1691,5131,7.49,1,1 hr. 47 min.,
Detective Conan OVA 04: Conan and Kid and Crystal Mother,"Adventure,Mystery",1690,4565,7.49,1,25 min.,
Hetalia World Series,,1696,1665,7.49,48,5 min. per ep.,
Special A,"Comedy,Romance",1598,549,7.52,24,24 min. per ep.,Spring 2008
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,"Comedy,Mystery",1689,5371,7.49,1,25 min.,
Angel Densetsu,"Action,Comedy",1748,3295,7.47,2,24 min. per ep.,
Carnival Phantasm EX Season,"Comedy,Supernatural",1749,2786,7.47,1,20 min.,
Kara no Kyoukai Movie 6: Boukyaku Rokuon,"Action,Mystery,Romance,Supernatural,Suspense",1744,1084,7.48,1,59 min.,
Ajin Part 1: Shoudou,"Action,Horror,Mystery,Supernatural",1746,2870,7.47,1,1 hr. 44 min.,
Acchi Kocchi: Place=Princess,"Comedy,Romance,Slice of Life",1745,2480,7.47,1,23 min.,
Major 2nd (TV) 2nd Season,"Comedy,Drama,Sports",1648,4339,7.50,25,24 min. per ep.,Spring 2020
Itsudatte Bokura no Koi wa 10 cm Datta.,"Comedy,Drama,Romance",1743,992,7.48,6,23 min. per ep.,Fall 2017
Hokuto no Ken Zero: Kenshirou Den,,1741,5476,7.48,1,1 hr. 30 min.,
Hoozuki no Reitetsu 2nd Season OVA,"Comedy,Fantasy,Supernatural",1742,7460,7.48,3,26 min. per ep.,
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,"Comedy,Fantasy",1739,2481,7.48,16,2 min. per ep.,
Chouyaku Hyakuninisshu: Uta Koi.,"Comedy,Romance",1800,3634,7.46,13,24 min. per ep.,Summer 2012
Akame ga Kill!,"Action,Fantasy",1747,28,7.47,24,23 min. per ep.,Summer 2014
Hetalia World Series Specials,,1740,3919,7.48,4,5 min. per ep.,
Fairy Tail OVA,"Comedy,Fantasy,Ecchi",1738,1221,7.48,5,27 min. per ep.,
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,"Action,Fantasy,Romance",1750,1228,7.47,13,24 min. per ep.,Winter 2022
Furiko,"Drama,Romance,Slice of Life",1692,4314,7.49,1,4 min.,
Ano Ko Secret,,1799,8722,7.46,1,3 min.,
Zero no Tsukaima F,"Adventure,Fantasy,Romance,Ecchi",1796,481,7.46,12,24 min. per ep.,Winter 2012
Wangan Midnight,,1791,3210,7.46,26,25 min. per ep.,Summer 2007
Xue Ying Ling Zhu 2nd Season,"Action,Adventure,Fantasy,Romance",1794,10510,7.46,22,19 min. per ep.,
Yoku,,1795,12756,7.46,1,3 min.,
Tsugu Tsugumomo,"Action,Comedy,Supernatural,Ecchi",1789,1913,7.46,12,24 min. per ep.,Spring 2020
Orange: Mirai,"Drama,Romance,Sci-Fi",1850,1497,7.45,1,1 hr. 2 min.,
Neon Genesis Evangelion: Death & Rebirth,"Drama,Sci-Fi",1848,847,7.45,1,1 hr. 44 min.,
5-fun de Wakaru: Violet Evergarden,"Drama,Fantasy,Slice of Life",1797,7024,7.46,3,5 min. per ep.,
Xingchen Bian: Xingchen Yao Hai,"Action,Adventure,Fantasy,Romance",1793,10650,7.46,12,25 min. per ep.,
Wu Geng Ji Zhi Tianqi,"Action,Fantasy,Supernatural",1792,8924,7.46,42,16 min. per ep.,
Bleach Movie 1: Memories of Nobody,"Action,Adventure,Fantasy",1898,782,7.43,1,1 hr. 33 min.,
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"Action,Adventure,Fantasy",1899,880,7.43,1,1 hr. 32 min.,
Bai She II: Qing She Jie Qi,"Adventure,Fantasy",1897,9517,7.43,1,2 hr. 12 min.,
Ansatsu Kyoushitsu: Deai no Jikan,"Action,Comedy",1896,1474,7.43,1,10 min.,
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,"Action,Sci-Fi",1788,2314,7.46,1,34 min.,
Ajin,"Action,Horror,Mystery,Supernatural",1950,334,7.42,13,24 min. per ep.,Winter 2016
Uchuu no Kishi Tekkaman Blade,"Action,Adventure,Drama,Romance,Sci-Fi",1790,4730,7.46,49,25 min. per ep.,Winter 1992
Nodame Cantabile OVA,"Comedy,Romance,Slice of Life",1849,3669,7.45,1,21 min.,
Yu☆Gi☆Oh! 5D's,,1948,1448,7.42,154,24 min. per ep.,Spring 2008
Youjo Senki: Sabaku no Pasta Daisakusen,,1946,2830,7.42,1,16 min.,
Yowamushi Pedal: Re:ROAD,,1947,5628,7.42,1,1 hr. 29 min.,
WWW.Working!!,,1942,1314,7.42,13,23 min. per ep.,Fall 2016
Angel Beats!: Another Epilogue,,1798,845,7.46,1,2 min.,
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,"Comedy,Romance",1944,1899,7.42,2,30 min. per ep.,
Rozen Maiden,"Action,Comedy,Drama",1939,1007,7.42,12,24 min. per ep.,Fall 2004
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,"Drama,Mystery,Suspense",1940,984,7.42,12,23 min. per ep.,Fall 2015
Aikatsu!,,1949,3040,7.42,178,24 min. per ep.,Fall 2012
Boku no Hero Academia 5th Season,,1900,143,7.43,25,23 min. per ep.,Spring 2021
Mitsuboshi Colors,"Comedy,Slice of Life",1935,1861,7.42,12,23 min. per ep.,Winter 2018
Naruto: Shippuuden Movie 4 - The Lost Tower,"Action,Adventure,Fantasy",1937,883,7.42,1,1 hr. 25 min.,
Mobile Suit Gundam Wing: Operation Meteor,"Action,Adventure,Drama,Sci-Fi",1936,5429,7.42,4,1 hr. per ep.,
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,"Adventure,Comedy",1938,4235,7.42,1,1 hr.,
Micchiri Neko March,,1934,9286,7.42,1,3 min.,
Mardock Scramble: The Third Exhaust,"Action,Sci-Fi",1932,3294,7.42,1,1 hr. 8 min.,
Tetsuwan Birdy Decode,"Action,Comedy,Sci-Fi",1928,1874,7.43,13,24 min. per ep.,Summer 2008
Xian Wang de Richang Shenghuo 2,"Adventure,Comedy,Fantasy,Slice of Life",1929,2237,7.43,12,19 min. per ep.,
Yasashii Suisei,,1945,9695,7.42,1,3 min.,
Tensai Ouji no Akaji Kokka Saisei Jutsu,"Comedy,Fantasy",1927,1067,7.43,12,24 min. per ep.,Winter 2022
Saki Zenkoku-hen,,1999,3319,7.41,13,24 min. per ep.,Winter 2014
Shugo Chara!! Doki,,2000,1774,7.41,51,24 min. per ep.,Fall 2008
Tenchi Muyou!,"Comedy,Romance,Sci-Fi",1926,2153,7.43,26,23 min. per ep.,Spring 1995
Pokemon XY: Mega Evolution,"Action,Adventure,Comedy,Fantasy",1998,3596,7.41,4,24 min. per ep.,
Pokemon Black and White 2: Introduction Movie,"Action,Fantasy",1997,4521,7.41,1,6 min.,
Lilac,,2049,7761,7.40,1,5 min.,
Kimagure Orange☆Road OVA,"Comedy,Drama,Romance",2048,6391,7.40,8,26 min. per ep.,
Ling Long: Incarnation Final Chapter,"Action,Drama,Horror,Sci-Fi,Suspense",2050,11796,7.40,2,38 min. per ep.,
Zero no Tsukaima: Futatsuki no Kishi,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi",1930,384,7.43,12,23 min. per ep.,Summer 2007
Tenchi Muyou! in Love,"Action,Comedy,Romance,Sci-Fi",1941,4009,7.42,1,1 hr. 34 min.,
Major 2nd (TV),"Comedy,Drama,Sports",1931,3446,7.42,25,24 min. per ep.,Spring 2018
Nisekoi OVA,"Comedy,Romance",2098,1247,7.38,3,26 min. per ep.,
Naruto x UT,"Action,Fantasy",2097,2692,7.38,1,6 min.,
Medaka Box Abnormal,"Action,Comedy,Ecchi",1933,1403,7.42,12,24 min. per ep.,Fall 2012
Joshiraku OVA,"Comedy,Slice of Life",2046,4149,7.40,1,23 min.,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Action,Fantasy",2149,279,7.37,13,23 min. per ep.,Summer 2020
Xingchen Bian: Po Tian Mi Ju,"Action,Adventure,Fantasy,Romance",1943,11718,7.42,16,25 min. per ep.,
Oruchuban Ebichu,"Comedy,Ecchi",2100,2722,7.38,24,8 min. per ep.,Summer 1999
Lodoss-tou Senki,"Action,Adventure,Fantasy,Supernatural",2147,2386,7.37,13,25 min. per ep.,
Juan Siliang,"Action,Fantasy",2047,11153,7.40,15,20 min. per ep.,
Shakugan no Shana Movie,"Action,Fantasy,Supernatural",2159,2380,7.37,1,1 hr. 30 min.,
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,"Comedy,Ecchi",2200,2000,7.36,6,3 min. per ep.,
Future GPX Cyber Formula,"Adventure,Sci-Fi",2199,6516,7.36,37,24 min. per ep.,Spring 1991
Futatsu no Spica,"Drama,Sci-Fi,Supernatural",2198,5611,7.36,20,25 min. per ep.,Fall 2003
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"Action,Sci-Fi",2196,1141,7.36,1,51 min.,
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Comedy,Romance",2250,5297,7.35,1,1 hr. 24 min.,
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,"Fantasy,Mystery,Supernatural",2148,1381,7.37,13,23 min. per ep.,Summer 2019
Kore wa Zombie Desu ka?,"Action,Comedy,Supernatural,Ecchi",2146,295,7.37,12,24 min. per ep.,Winter 2011
Jiang Ziya,"Action,Adventure,Fantasy",2045,6870,7.40,1,1 hr. 50 min.,
Sweat Punch,"Action,Fantasy",2247,3146,7.35,5,11 min. per ep.,
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"Adventure,Comedy,Mystery",2300,5718,7.33,1,25 min.,
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,"Comedy,Sci-Fi",2298,7512,7.33,1,1 hr. 36 min.,
Fresh Precure!,"Action,Comedy,Fantasy,Slice of Life",2197,4755,7.36,50,25 min. per ep.,Winter 2009
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,"Comedy,Sports",2099,6104,7.38,1,24 min.,
D-Frag!*,,2299,2395,7.33,1,24 min.,
Mini Dragon,,2150,2657,7.37,13,1 min. per ep.,
Cardcaptor Sakura: Kero-chan ni Omakase!,"Comedy,Gourmet",2296,3474,7.33,1,10 min.,
Black Jack the Movie,,2295,5217,7.33,1,1 hr. 33 min.,
The iDOLM@STER Cinderella Girls 2nd Season,"Comedy,Drama",2248,3273,7.35,12,24 min. per ep.,Summer 2015
Appleseed Saga Ex Machina,"Action,Sci-Fi",2294,3090,7.33,1,1 hr. 44 min.,
Aa! Megami-sama! (TV),"Comedy,Romance,Supernatural",2292,1279,7.33,24,24 min. per ep.,Winter 2005
Hitorijime My Hero,"Boys Love,Drama,Romance,Slice of Life",2288,1297,7.34,12,24 min. per ep.,Summer 2017
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Action,Comedy,Fantasy,Ecchi",2249,1818,7.35,1,1 hr.,
Lupin III: Kutabare! Nostradamus,"Action,Adventure,Comedy,Mystery",2290,5486,7.34,1,1 hr. 40 min.,
Aa! Megami-sama! (2011),"Comedy,Romance,Supernatural",2291,4111,7.33,3,28 min. per ep.,
Fuse: Teppou Musume no Torimonochou,"Action,Drama,Supernatural",2283,3381,7.34,1,1 hr. 50 min.,
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",,2289,6028,7.34,1,23 min.,
Ginga Kikoutai Majestic Prince,"Action,Sci-Fi",2286,2566,7.34,24,23 min. per ep.,Spring 2013
Ansatsu Kyoushitsu: 365-nichi no Jikan,"Action,Comedy",2293,1762,7.33,1,1 hr. 32 min.,
Rurouni Kenshin Special,"Action,Romance",2349,4348,7.32,1,25 min.,
Ganbare Genki,"Action,Comedy,Sports",2285,9458,7.34,35,23 min. per ep.,Summer 1980
Saezuru Tori wa Habatakanai: Don't Stay Gold,"Boys Love,Drama",2350,4880,7.32,1,23 min.,
Future GPX Cyber Formula Saga,"Drama,Sci-Fi",2284,9395,7.34,8,30 min. per ep.,
Hataraku Saibou!!,,2287,844,7.34,8,23 min. per ep.,Winter 2021
"Chi's Sweet Home: Chi to Kocchi, Deau.","Comedy,Slice of Life",2297,6445,7.33,1,13 min.,
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,"Action,Comedy,Supernatural",2344,2017,7.32,1,1 hr.,
Mushibugyou,"Action,Fantasy,Ecchi",2345,1960,7.32,26,23 min. per ep.,Spring 2013
Mazinkaiser,"Adventure,Comedy,Sci-Fi",2342,5644,7.32,7,30 min. per ep.,
Onegai My Melody: Kuru Kuru Shuffle!,"Comedy,Fantasy",2347,7570,7.32,52,22 min. per ep.,Spring 2006
Mirai Nikki: Redial,,2343,571,7.32,1,29 min.,
Xue Ying Ling Zhu,"Action,Adventure,Fantasy,Romance",2340,8482,7.33,26,19 min. per ep.,
Free!,,2282,206,7.34,12,24 min. per ep.,Summer 2013
Wan Jie Xian Zong 2nd Season,"Action,Adventure,Fantasy,Romance",2338,9328,7.33,40,7 min. per ep.,
Yao Shen Ji,"Action,Adventure,Fantasy,Romance",2341,4897,7.33,40,8 min. per ep.,
Xian Wang de Richang Shenghuo,"Adventure,Comedy,Fantasy,Slice of Life",2339,956,7.33,15,19 min. per ep.,
Tsuki to Laika to Nosferatu,,2335,1524,7.33,12,23 min. per ep.,Fall 2021
Tetsujin 28-gou (2004),"Adventure,Drama,Sci-Fi",2334,7610,7.33,26,25 min. per ep.,Spring 2004
Uchuu Show e Youkoso,"Adventure,Fantasy",2336,3859,7.33,1,2 hr. 16 min.,
Nekojiru-sou,"Avant Garde,Comedy",2346,2186,7.32,1,32 min.,
Pokemon Movie 23: Koko,"Action,Adventure,Comedy,Fantasy",2348,4394,7.32,1,1 hr. 39 min.,
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","Action,Fantasy",2397,1395,7.31,12,23 min. per ep.,Spring 2022
GJ-bu,"Comedy,Slice of Life",2400,1185,7.31,12,23 min. per ep.,Winter 2013
Sekirei: Pure Engagement,"Action,Comedy,Ecchi",2449,879,7.30,13,24 min. per ep.,Summer 2010
Senyuu.,"Action,Comedy,Fantasy",2450,1607,7.30,13,4 min. per ep.,Winter 2013
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,"Action,Sci-Fi",2469,3835,7.30,2,26 min. per ep.,
Ginban Kaleidoscope,"Drama,Romance,Sports,Supernatural",2398,2735,7.31,12,24 min. per ep.,Fall 2005
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"Comedy,Romance,Sci-Fi",2333,4778,7.33,1,43 min.,
Ginga Tetsudou no Yoru,"Drama,Fantasy,Mystery",2399,4129,7.31,1,1 hr. 45 min.,
School Rumble San Gakki,"Comedy,Romance",2448,2412,7.30,2,25 min. per ep.,
Ao no Exorcist: Kuro no Iede,,2497,1446,7.29,1,24 min.,
Baka to Test to Shoukanjuu Specials,,2500,2731,7.29,6,4 min. per ep.,
Tales of the Abyss,"Adventure,Drama,Fantasy",2549,1522,7.29,26,24 min. per ep.,Fall 2008
Wan Jie Xian Zong,"Action,Adventure,Fantasy,Romance",2337,8388,7.33,40,7 min. per ep.,
Atashin'chi,"Comedy,Slice of Life",2499,7631,7.29,330,25 min. per ep.,Spring 2002
Strike Witches: Road to Berlin,"Action,Sci-Fi,Ecchi",2332,4014,7.33,12,23 min. per ep.,Fall 2020
Tanaka-kun wa Kyou mo Kedaruge,,2570,3167,7.28,35,30 sec. per ep.,
Suite Precure♪,"Action,Fantasy",2548,4843,7.29,48,24 min. per ep.,Winter 2011
Cuticle Tantei Inaba,"Action,Comedy,Mystery,Supernatural",2600,1789,7.27,12,23 min. per ep.,Winter 2013
Ashita no Joe 2 (Movie),"Drama,Sports",2498,7783,7.29,1,1 hr. 52 min.,
Brigadoon: Marin to Melan,"Adventure,Comedy,Drama,Sci-Fi",2598,5195,7.27,26,24 min. per ep.,Summer 2000
Captain Tsubasa J,"Action,Sports",2599,3649,7.27,47,27 min. per ep.,Fall 1994
MÄR,"Action,Adventure,Comedy,Fantasy",2649,2698,7.26,102,24 min. per ep.,Spring 2005
Mayo Chiki!,"Comedy,Romance,Ecchi",2647,398,7.26,13,24 min. per ep.,Summer 2011
Baki,,2596,608,7.27,26,24 min. per ep.,
Mary to Majo no Hana,"Adventure,Fantasy",2646,1939,7.26,1,1 hr. 42 min.,
Mazinger Z,"Action,Drama,Sci-Fi",2648,4644,7.26,92,25 min. per ep.,Winter 1973
Maoyuu Maou Yuusha,"Adventure,Fantasy,Romance",2645,421,7.26,12,23 min. per ep.,Winter 2013
Yamada-kun to 7-nin no Majo,"Comedy,Supernatural",2643,2513,7.27,1,2 min.,
Tonikaku Kawaii: Kaisou,"Comedy,Romance",2640,2885,7.27,1,23 min.,
Wu Geng Ji Zhi San Jie,"Action,Fantasy,Supernatural",2642,9666,7.27,42,16 min. per ep.,
Tsuki ga Kirei Special,"Comedy,Romance",2641,3458,7.27,1,15 min.,
Mobile Suit Gundam Thunderbolt 2nd Season,"Action,Drama,Sci-Fi",2650,4233,7.26,4,21 min. per ep.,
To LOVE-Ru OVA,"Comedy,Sci-Fi,Ecchi",2639,1188,7.27,6,25 min. per ep.,
Koutetsujou no Kabaneri,"Action,Drama,Fantasy,Horror,Supernatural",2700,211,7.26,12,22 min. per ep.,Spring 2016
Kimi no Kokoro wa Kagayaiteru kai?,,2698,5608,7.26,1,6 min.,
Kidou Tenshi Angelic Layer,"Comedy,Drama,Sci-Fi,Sports",2697,2515,7.26,26,24 min. per ep.,Spring 2001
Kinnikuman,"Adventure,Comedy,Sports",2699,5448,7.26,137,24 min. per ep.,Spring 1983
Kaidan Restaurant,"Horror,Mystery,Supernatural",2695,4691,7.26,23,19 min. per ep.,Fall 2009
Ookiku Furikabutte: Kihon no Kihon,"Drama,Sports",2750,5079,7.24,1,24 min.,
One Piece: Umi no Heso no Daibouken-hen,"Action,Adventure,Fantasy",2749,3327,7.24,1,49 min.,
Yume no Crayon Oukoku,"Adventure,Comedy,Fantasy",2644,8363,7.27,70,24 min. per ep.,Fall 1997
"Tokyo Ghoul: ""Jack""","Action,Fantasy,Horror",2363,862,7.32,1,30 min.,
Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,"Adventure,Comedy,Mystery",2800,4939,7.23,1,23 min.,
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,"Adventure,Comedy,Mystery",2799,4315,7.23,1,24 min.,
Bokura ga Ita,"Drama,Romance,Slice of Life",2597,897,7.27,26,25 min. per ep.,Summer 2006
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Horror,Mystery",2798,152,7.23,13,24 min. per ep.,Summer 2013
Souten Kouro,"Action,Adventure",2638,4438,7.27,26,23 min. per ep.,Spring 2009
Cybersix,"Action,Adventure,Romance,Sci-Fi",2797,5863,7.23,13,23 min. per ep.,Fall 1999
Rurouni Kenshin: Special Techniques,"Action,Comedy",2850,5267,7.22,1,25 min.,
Re-Main,,2849,1743,7.22,12,23 min. per ep.,Summer 2021
No Doubt,,2748,9069,7.24,1,4 min.,
Patalliro!,"Adventure,Boys Love,Comedy,Romance",2845,6439,7.22,49,24 min. per ep.,Spring 1982
Plastic Neesan,,2847,1035,7.22,12,2 min. per ep.,
Planetarian: Snow Globe,"Drama,Sci-Fi",2846,5471,7.22,1,36 min.,
Kakegurui,"Drama,Mystery",2696,81,7.26,12,24 min. per ep.,Summer 2017
Outbreak Company,"Comedy,Fantasy",2843,582,7.22,12,24 min. per ep.,Fall 2013
Quanzhi Fashi,"Action,Fantasy",2848,1609,7.22,12,18 min. per ep.,
Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,"Action,Adventure,Fantasy,Ecchi",2899,5708,7.22,1,31 min.,
Lupin III: Chi no Kokuin - Eien no Mermaid,"Action,Adventure,Comedy",2898,6545,7.22,1,1 hr. 32 min.,
Doraemon Movie 39: Nobita no Getsumen Tansaki,"Adventure,Fantasy,Sci-Fi",2772,8547,7.24,1,1 hr. 51 min.,
Video Girl Ai,"Comedy,Drama,Romance,Ecchi",2949,3696,7.21,6,29 min. per ep.,
Yu☆Gi☆Oh!,"Action,Comedy,Fantasy",2950,901,7.21,27,24 min. per ep.,Spring 1998
Tenchi Souzou Design-bu Special,"Comedy,Fantasy,Slice of Life",2947,5345,7.21,1,23 min.,
Tenchi Muyou! in Love 2: Haruka Naru Omoi,"Drama,Romance,Sci-Fi",2946,4687,7.21,1,1 hr. 35 min.,
Owari no Seraph: The Beginning of the End,"Action,Drama,Supernatural",2844,2432,7.22,1,24 min.,
Mai Mai Shinko to Sennen no Mahou,"Adventure,Drama",2900,4852,7.22,1,1 hr. 35 min.,
Bakuman.: Deraman.,,3000,4578,7.19,2,25 min. per ep.,
Lupin III (2015) Specials,"Action,Adventure,Comedy",2897,6275,7.22,2,25 min. per ep.,
Aikatsu Friends!,,2998,5424,7.19,50,24 min. per ep.,Spring 2018
Tantei Opera Milky Holmes Dai 2 Maku,"Comedy,Mystery",2944,4443,7.21,12,24 min. per ep.,Winter 2012
Additional Memory,,2997,7272,7.19,1,4 min.,
"Tokyo Ghoul: ""Pinto""","Action,Fantasy,Horror",2948,1017,7.21,1,24 min.,
Planet With,"Action,Sci-Fi",3050,2534,7.18,12,23 min. per ep.,Summer 2018
Area no Kishi,"Comedy,Sports",2999,2199,7.19,37,25 min. per ep.,Winter 2012
Ookami-san to Shichinin no Nakama-tachi,"Comedy,Romance",3045,754,7.18,12,24 min. per ep.,Summer 2010
Papa no Iukoto wo Kikinasai!: Pokkapoka,"Comedy,Romance,Slice of Life",3048,3063,7.18,1,24 min.,
Owari no Seraph: Kyuuketsuki Shahar,"Action,Drama,Supernatural",3047,2082,7.18,1,23 min.,
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA","Comedy,Romance",3046,2203,7.18,1,24 min.,
One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,"Comedy,Fantasy",2842,3498,7.22,1,42 min.,
One Piece: Glorious Island,"Action,Adventure,Fantasy",3044,3720,7.18,2,5 min. per ep.,
Natsume Yuujinchou: Hitoyoshi Kuma de no Yasashii Jikan,,3041,9228,7.18,1,2 min.,
Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,"Action,Adventure,Comedy,Supernatural",3040,3715,7.19,1,1 hr. 34 min.,
Suisei no Gargantia Specials,"Action,Adventure,Sci-Fi",3036,3044,7.19,2,24 min. per ep.,
Wu Shang Shen Di 2nd Season,"Action,Adventure,Fantasy,Supernatural",3039,10944,7.19,128,7 min. per ep.,
Suzuka,"Drama,Romance,Sports",3037,1621,7.19,26,23 min. per ep.,Summer 2005
Sola,"Drama,Romance,Slice of Life,Supernatural",3034,1782,7.19,13,24 min. per ep.,Spring 2007
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,"Action,Drama,Sci-Fi",3035,8886,7.19,3,26 min. per ep.,
Phi Brain: Kami no Puzzle,"Action,Mystery",3049,1700,7.18,25,25 min. per ep.,Fall 2011
Dae Jang Geum: Jang Geum's Dream 2,"Adventure,Comedy,Gourmet",3100,10130,7.17,26,24 min. per ep.,Spring 2007
Dae Jang Geum: Jang Geum's Dream,"Adventure,Comedy,Gourmet",3099,8105,7.17,26,24 min. per ep.,Fall 2005
Cencoroll,"Action,Sci-Fi",3096,1815,7.17,1,26 min.,
Tatakau Shisho: The Book of Bantorra,"Action,Fantasy",2945,2393,7.21,27,24 min. per ep.,Fall 2009
Blood-C: The Last Dark,"Action,Horror,Supernatural",3095,1868,7.17,1,1 hr. 46 min.,
Chuukan Kanriroku Tonegawa,"Comedy,Drama",3097,3116,7.17,24,23 min. per ep.,Summer 2018
Nogizaka Haruka no Himitsu: Purezza,"Comedy,Romance,Ecchi",3043,2221,7.18,12,24 min. per ep.,Fall 2009
ACCA: 13-ku Kansatsu-ka - Regards,"Drama,Fantasy,Mystery",3093,4797,7.17,1,47 min.,
Ling Qi,"Action,Boys Love,Comedy,Supernatural",3092,1999,7.18,20,14 min. per ep.,
Kujira no Kora wa Sajou ni Utau,"Drama,Fantasy,Mystery",3089,951,7.18,12,23 min. per ep.,Fall 2017
Lie Huo Jiao Chou,"Action,Drama,Supernatural",3091,7053,7.18,12,20 min. per ep.,
Neppuu Kairiku Bushi Road,"Action,Fantasy,Sci-Fi",3042,2714,7.18,1,1 hr. 33 min.,
Kiratto Pri☆chan,,3087,7331,7.18,51,24 min. per ep.,Spring 2018
Kotoura-san,"Comedy,Drama,Romance",3088,612,7.18,12,23 min. per ep.,Winter 2013
Cyber City Oedo 808,"Action,Adventure,Sci-Fi",3098,3830,7.17,3,43 min. per ep.,
Aoharu x Kikanjuu,,3094,944,7.17,12,24 min. per ep.,Summer 2015
Irregular Hunter X: The Day of Sigma,"Action,Sci-Fi",3084,5327,7.18,1,30 min.,
Hitsugi no Chaika: Avenging Battle,"Action,Adventure,Comedy,Fantasy,Romance",3083,1018,7.18,10,23 min. per ep.,Fall 2014
Joukamachi no Dandelion,"Comedy,Slice of Life",3085,1234,7.18,12,24 min. per ep.,Summer 2015
Harukanaru Toki no Naka de: Maihitoyo,"Drama,Fantasy,Romance,Supernatural",3079,6986,7.18,1,1 hr. 40 min.,
Hentai Ouji to Warawanai Neko.,"Comedy,Romance,Supernatural",3080,431,7.18,12,24 min. per ep.,Spring 2013
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,,3038,3228,7.19,1,5 min.,
Hi no Ame ga Furu,,3081,10472,7.18,1,1 hr. 20 min.,
Guin Saga,"Adventure,Fantasy",3078,2922,7.18,26,24 min. per ep.,Spring 2009
Futari wa Precure: Splash☆Star,"Action,Comedy,Fantasy",3077,5199,7.19,49,24 min. per ep.,Winter 2006
Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"Adventure,Comedy,Fantasy",3074,7368,7.18,1,1 hr. 40 min.,
Fate/Apocrypha,"Action,Drama,Fantasy,Supernatural",3075,427,7.18,25,23 min. per ep.,Summer 2017
Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,"Adventure,Comedy,Mystery",3073,4788,7.18,1,25 min.,
D.N.Angel,"Action,Comedy,Fantasy,Romance",3071,1077,7.18,26,23 min. per ep.,Spring 2003
Date A Live III,"Comedy,Romance,Sci-Fi",3072,583,7.18,12,24 min. per ep.,Winter 2019
Flag,,3076,4291,7.18,13,24 min. per ep.,
Chuunibyou demo Koi ga Shitai! Ren Lite,,3070,1990,7.18,6,4 min. per ep.,
Arte,"Drama,Slice of Life",3068,1588,7.18,12,24 min. per ep.,Spring 2020
